rank	word	cifu_spoken_adult	cifu_jyutping	cifu_definition	cifu_structure	runtime_status	runtime_module	runtime_jyutping	runtime_meta	structural_path
1750	卡	11	kaa1|kaat1	a carriage/to be stuck/customs station|card/CL:張[jēung]	⿱上卜	covered_main	study-suite.js	kaa1	what:card_noun pronunciation_drill_item	
1751	司長	11	si1zoeng2	bureau chief	⿹𠃌𠮛:⿳&CDP-884A;一&CDP-8CC6;	missing				
1752	必要	11	bit1jiu3	necessary/essential/indispensable/required	⿻心丿:⿱覀女	missing				
1753	本地	11	bun2dei6	local/this locality	本:⿰土也	missing				
1754	正上方	11	zing3soeng6fong1	NO DEF	⿱一止,⿱&CDP-87FD;一:⿱⺊一:⿱亠&CDP-8B6C;	missing				
1755	正版	11	*zing1|zing3|zengbaan2	NO DEF	⿱一止,⿱&CDP-87FD;一:⿰片反	missing				
1756	甩	11	lat1	to lose/to get rid of/to know the mahjong tiles by touch, without needing to look and see if the tile is wanted	⿵冂&CDP-8A43;	missing				
1757	光	11	gwong1	light/ray/CL:道[douh]/bright/only/merely/to use up	⿱⺌兀	missing				
1758	再行	11	*zoi3hang4|haang4|hang6|hong4|hong2	NO DEF	⿱一冉:⿰彳亍	missing				
1759	在	11	zoi6	(located) at/(to be) in/to exist/in the middle of doing sth/(indicating an action in progress)	⿸&CDP-88F1;土	missing				
1760	好多人	11	*hou2do1jan4	NO DEF	⿰女子:⿱夕夕:人	covered_main	degree-and-formulas.js	hou2 do1 jan4	who:quantity_person_np	
1761	好快	11	*hou2|hou3faai3	NO DEF	⿰女子:⿰忄夬	missing				
1762	好近	11	*hou2|hou3gan6|kan5	NO DEF	⿰女子:⿺辶斤	missing				
1763	好遠	11	*hou2|hou3jyun5	NO DEF	⿰女子:⿺辶袁	missing				
1764	妄想	11	mong5soeng2	to attempt vainly/a vain attempt	⿱亡女:⿱相心	missing				
1765	忙	11	mong4	busy	⿰忄亡	covered_main	statives.js	mong4	like:stative_predicate	
1766	成年	11	sing4nin4	adult	⿵戊𠃌:年	missing				
1767	老細	11	*lou5sai3	NO DEF	⿸耂匕:⿰糹田[GTV],⿰糸田[JK]	missing				
1768	自從	11	zi6cung4	since (a time)/ever since	自:⿰彳&CDP-8BB0;	missing				
1769	初頭	11	*co1tau4	NO DEF	⿰衤刀:⿰豆頁	missing				
1770	局	11	guk6|guk2	office/situation/classifier for games: match, set, round etc	⿸尸⿹𠃌口	missing				
1771	我問	11	*ngo5man6	NO DEF	我:⿵門口	missing				
1772	足夠	11	zuk1gau3	enough/sufficient	⿱口龰:⿰多句	missing				
1773	邪	11	ce4	demonic/iniquitous/nefarious/evil/unhealthy influences that cause disease (Chinese medicine)	⿰牙阝	missing				
1774	事業	11	si6jip6	undertaking/project/activity/(charitable, political or revolutionary) cause/publicly funded institution, enterprise or foundation/career/occupation	事:⿱业𦍎	missing				
1775	兩點	11	loeng5dim2	NO DEF	⿱一&CDP-8C62;:⿰黑占	missing				
1776	咀	11	zeoi2	to kiss	⿰口且	missing				
1777	定義	11	ding6ji6	definition	⿱宀𤴓:⿱𦍌我	missing				
1778	忽然	11	fat1jin4	suddenly/all of a sudden	⿱勿心:⿱&CDP-8BB5;灬	missing				
1779	拃	11	*?	NO DEF	⿰扌乍	missing				
1780	杯	11	bui1	cup/classifier for drinks: glass, cup	⿰木不	covered_main	referents-and-boundaries.js	bui1	measure_word:classifier_container_cup	
1781	東面	11	dung1min6	east side (of sth)	東:⿱丆囬	missing				
1782	欣賞	11	jan1soeng2	to appreciate/to enjoy/to admire	⿰斤欠:⿱𫩠貝	missing				
1783	股價	11	gu2gaa3	stock price/share price	⿰月殳[GJK],⿰⺼殳[TV]:⿰亻賈	missing				
1784	表現	11	biu2jin6	to show/to show off/to display/to manifest/expression/manifestation/show/display/performance (at work etc)	⿱龶𧘇:⿰王見	missing				
1785	長遠	11	coeng4jyun5	long-term/long-range	⿳&CDP-884A;一&CDP-8CC6;:⿺辶袁	missing				
1786	保險	11	bou2him2	insurance/to insure/safe/secure/be sure/be bound to	⿰亻呆:⿰阝僉	missing				
1787	活動	11	wut6dung6	to exercise/to move about/to operate/activity/loose/shakey/active/movable/maneuver/to use connections	⿰氵舌:⿰重力	missing				
1788	重心	11	zung6sam1	center of gravity/central core/main part	重:心	missing				
1789	哲學	11	zit3hok6	philosophy	⿱折口:⿱𦥯子	missing				
1790	家人	11	gaa1jan4	household/(one's) family	⿱宀豕:人	missing				
1791	晏晝	11	*aan3zau3	NO DEF	⿱日安:⿱&CDP-8BC6;旦	covered_main	study-suite.js	aan3 zau3	when:time_np daypart	
1792	校	11	haau6|gaau3	school/CL:所[só](Mandarin)/CL:間[gāan]|to proofread/to check/to compare/military officer	⿰木交	missing				
1793	窄	11	zaak3	narrow	⿱穴乍	missing				
1794	粉	11	fan2	powder/cosmetic face powder/food prepared from starch/noodles or pasta made from any kind of flour/whitewash/white/pink/heroin	⿰米分	missing				
1795	做法	11	zou6faat3	way of handling sth/method for making/work method/practice	⿰亻故:⿰氵去	missing				
1796	健康	11	gin6hong1	health/healthy	⿰亻建:⿸广隶	missing				
1797	唯一	11	wai4jat1	only/sole	⿰口隹:一	missing				
1798	唱片	11	coeng3pin2	gramophone record/LP	⿰口昌:片	missing				
1799	婚姻	11	fan1jan1	matrimony/wedding/marriage	⿰女昏:⿰女因	missing				
1800	接觸	11	zip3zuk1	to touch/to contact/access/in touch with	⿰扌妾:⿰角蜀	missing				
1801	梗	11	gang2	stem	⿰木更	missing				
1802	清	11	cing1	clear/distinct/quiet/just and honest/pure/to settle or clear up/to clean up or purge/Qing or Ch'ing dynasty of Imperial China (1644-1911)	⿰氵青	missing				
1803	率	11	leot6|seot1	rate/frequency/to lead/to command/rash/hasty/frank/straightforward/generally/usually	⿱⿻玄&CDP-89AE;十	missing				
1804	現象	11	jin6zoeng6	appearance/phenomenon	⿰王見:⿳𠂊𫩏𧰨	missing				
1805	笪	11	daat3	surname Da/rough bamboo mat	⿱竹旦	missing				
1806	第二個韻	11	*dai6ji6go3wan6	NO DEF	⿱竹𢎨:⿱一一:⿰亻固:⿰音員	missing				
1807	第時	11	*dai6si4	NO DEF	⿱竹𢎨:⿰日寺	missing				
1808	粗口	11	cou1hau2	swear words/obscene language	⿰米且:口	missing				
1809	細妹	11	*sai3mui6	NO DEF	⿰糹田[GTV],⿰糸田[JK]:⿰女未	missing				
1810	終	11	zung1	end/finish	⿰糹冬[GTV],⿰糸冬[JK]	missing				
1811	規則	11	kwai1zak1	rule/regulation/rules and regulations	⿰夫見:⿰貝刂	missing				
1812	通	11	tung1	to go through/to know well/to connect/to communicate/to clear/open	⿺辶甬	missing				
1813	通知	11	tung1zi1	to notify/to inform/notice/notification	⿺辶甬:⿰矢口	missing				
1814	創意	11	cong3ji3	creative/creativity	⿰倉刂:⿱音心	missing				
1815	創新	11	cong3san1	innovation/to bring forth new ideas/to blaze new trails	⿰倉刂:⿰亲斤	missing				
1816	就講	11	*zau6gong2	NO DEF	⿰京尤:⿰言冓	missing				
1817	幾日	11	gei2jat6	several days	⿹&CDP-8BA4;人:日	missing				
1818	換	11	wun6	change/exchange	⿰扌奐	covered_main	study-suite.js	wun6	doing:verb exchange_change_verb transitive_verb	
1819	普通話	11	pou2tung1waa2	Mandarin (common language)/Putonghua (common speech of the Chinese language)/ordinary speech	⿱並日:⿺辶甬:⿰言舌	covered_main	study-suite.js	pou2 tung1 waa2	what:language_noun object_np	
1820	普遍	11	pou2pin3	universal/general/widespread/common	⿱並日:⿺辶扁	missing				
1821	評價	11	ping4gaa3	to evaluate/to assess	⿰言平:⿰亻賈	missing				
1822	意義	11	ji3ji6	meaning/significance	⿱音心:⿱𦍌我	missing				
1823	愛情	11	oi3cing4	romance/love (between man and woman)	⿱&CDP-8BB8;𢖻:⿰忄青[GTJV],⿰忄靑[K]	missing				
1824	業	11	jip6	business/occupation/study	⿱业𦍎	missing				
1825	業主	11	jip6zyu2	owner/proprietor	⿱业𦍎:⿱亠土,⿱丶王	missing				
1826	當你	11	*dong1|dong3nei5	NO DEF	⿱𫩠田:⿰亻尔	missing				
1827	當我	11	*dong1|dong3ngo5	NO DEF	⿱𫩠田:我	missing				
1828	罪行	11	zeoi6hang4	crime/offense	⿱罒非:⿰彳亍	missing				
1829	較	11	gaau3	comparatively/(preposition comparing difference in degree)/to contrast/to compare/rather/fairly/clearly (different)/markedly/to haggle over/to quibble	⿰車交	missing				
1830	遊戲	11	jau4hei3	game/play	⿺辶斿:⿰䖒戈	missing				
1831	電訊	11	din6seon3	telecommunications/telecom	⿱雨&CDP-8BE8;:⿰言卂[GT],⿰言⿹⺄𠂇[JK]	missing				
1832	鼓勵	11	gu2lai6	to encourage	⿰壴支:⿰厲力	missing				
1833	嘔	11	au2	vomit	⿰口區	missing				
1834	實際上	11	sat6zai3soeng6	in fact/in reality/as a matter of fact/in practice	⿱宀貫:⿰阝祭:⿱⺊一	missing				
1835	慳	11	haan1	to be thrifty	⿰忄堅	covered_main	study-suite.js	haan1	doing:verb economize_save_verb	
1836	樓下	11	lau4haa6	downstairs	⿰木婁:⿱一卜	covered_main	places-and-times.js	lau4 haa6	where:place_or_goal spatial_localizer	
1837	瘦	11	sau3	thin/lean	⿸疒叟	missing				
1838	賭	11	dou2	to bet/to gamble	⿰貝者	missing				
1839	踩	11	caai2	to step on/to tread/to stamp/to press a pedal/to pedal (a bike)/to enter, to cross into (territory)	⿰𧾷采	missing				
1840	燕梳	11	*jin3|jin1so1	NO DEF	⿳廿&CDP-8D76;灬:⿰木㐬	missing				
1841	遲	11	ci4	late/delayed/slow	⿺辶犀	covered_main	study-suite.js	ci4	like:stative_predicate lateness_property	
1842	幫到	11	*bong1dou3	NO DEF	⿱封帛:⿰至刂	missing				
1843	戲院	11	hei3jyun2	theater	⿰䖒戈:⿰阝完	missing				
1844	擦紙膠	11	caat3zi2gaau1	NO DEF	⿰扌察:⿰糹氏[GTV],⿰糸氏[JK]:⿰月翏[GJK],⿰⺼翏[TV]	missing				
1845	營	11	jing4	army/to deal in/to trade/to operate/to run/camp/nourishment/to manage	⿱𤇾呂[G],⿱𤇾吕[TJK]	missing				
1846	聯絡	11	lyun4lok3	communication/to get in touch with/to contact/connection (math.)	⿰耳𢇇:⿰糹各[GTV],⿰糸各[JK]	missing				
1847	講法	11	*gong2faat3	NO DEF	⿰言冓:⿰氵去	covered_main	study-suite.js	gong2 faat3	what:nominalized_expression wording_noun	
1848	講開	11	*gong2hoi1	NO DEF	⿰言冓:⿵門开	missing				
1849	黏	11	nim4|nim1|zim1	to stick/sticky/glutinous/glue	⿰黍占	missing				
1850	禮拜三	11	*lai5baai3saam1|saam3	NO DEF	⿰礻豊[GTV],⿰示豊[JK]:⿰龵&CDP-8CE7;:⿱一二	missing				
1851	禮拜六	11	*lai5baai3luk6	NO DEF	⿰礻豊[GTV],⿰示豊[JK]:⿰龵&CDP-8CE7;:⿱亠八	missing				
1852	翻譯	11	faan1jik6	to translate/to interpret/translator/interpreter/translation/interpretation	⿰番羽:⿰言睪	missing				
1853	轉右	11	*zyun2|zyun3jau6	NO DEF	⿰車專:⿸𠂇口	missing				
1854	轉頭	11	zyun3tau4	to turn one's head/to change direction/U-turn/volte face/to repent/nutation (plants turning to face the sun)	⿰車專:⿰豆頁	missing				
1855	額	11	ngaak6	volume/amount/quantity/forehead/quota	⿰客頁	missing				
1856	鯉	11	lei5	carp	⿰魚里	missing				
1857	穩定	11	wan2ding6	steady/stable/stability/to stabilize/to pacify	⿰禾㥯:⿱宀𤴓	missing				
1858	邊間	11	*bin1gaan1|gaan3	NO DEF	⿺辶臱:⿵門日	covered_main	referents-and-boundaries.js	bin1 gaan1	what:wh_classifier_np	
1859	嚴重	11	jim4zung6	grave/serious/severe/critical	⿱吅𠪚:重	missing				
1860	屬於	11	suk6jyu1	classified as/to belong to/to be part of	⿸尸&CDP-8CCF;:⿰方仒	missing				
1861	聽到	11	teng1dou2	to hear	⿰&CDP-8BD1;𢛳:⿰至刂	missing				
1862	黐	11	ci1	sticky/crazy/to stick to/to go crazy	⿰黍离	missing				
1863	顯示	11	hin2si6	to show/to illustrate/to display/to demonstrate	⿰㬎頁:示	missing				
1864	一模一樣	10	jat1mou4jat1joeng6	exactly the same (idiom)/carbon copy	一:⿰木莫:一:⿰木羕	missing				
1865	一邊	10	jat1bin1	one side/either side/on the one hand/on the other hand/doing while	一:⿺辶臱	missing				
1866	九十度	10	*gau2sap6dou6|dok6	NO DEF	九:十:⿸广&CDP-8C46;	missing				
1867	人生	10	jan4sang1	life	人:生	missing				
1868	十一點	10	sap6jat1dim2	NO DEF	十:一:⿰黑占	missing				
1869	上堂	10	*soeng6|soeng5tong4	NO DEF	⿱⺊一:⿱𫩠土	missing				
1870	下畫	10	*haa6waak6|waa2	NO DEF	⿱一卜:⿳&CDP-8BC6;田一	missing				
1871	山個	10	*saan1go3	NO DEF	山:⿰亻固	missing				
1872	中國人	10	zung1gwok3jan4	Chinese person/Chinese people	⿻口丨:⿴囗或:人	missing				
1873	五月	10	ng5jyut6	May/fifth month	⿱一𫝀:月	missing				
1874	內心	10	noi6sam1	heart/innermost being	⿻冂入:心	missing				
1875	反映	10	faan2jing2	to mirror/to reflect/mirror image/reflection/fig. to report/to make known/to render/used erroneously for 反應|反应, response or reaction	⿸𠂆又[G],⿸厂又[TJKV]:⿰日央	missing				
1876	天堂	10	tin1tong4	paradise/heaven	⿱一大:⿱𫩠土	missing				
1877	太陽	10	taai3joeng4	sun	⿵大丶:⿰阝昜	covered_main	things.js	taai3 joeng4	what:object_np	
1878	心態	10	sam1taai3	attitude (of the heart)/state of one's psyche/way of thinking/mentality	心:⿱能心	missing				
1879	文	10	man4	language/culture/writing/formal/literary/gentle/surname Wen	⿱亠乂	missing				
1880	止	10	zi2	to stop/to prohibit/untill	止	missing				
1881	火星	10	fo2sing1	Mars (planet)	⿱八人:⿱日生	missing				
1882	仙人掌	10	sin1jan4zoeng2	cactus	⿰亻山:人:⿱𫩠手	missing				
1883	以往	10	ji5wong5	in the past/formerly	以:⿰彳主	missing				
1884	凹	10	nap1|aau3|waa1	a depression/indentation/concave/hollow	凹	missing				
1885	出席	10	ceot1zik6	to attend/to participate/present	⿱屮凵:⿸广&CDP-8D40;	missing				
1886	出邊	10	*ceot1bin1	NO DEF	⿱屮凵:⿺辶臱	covered_main	verbs.js	ceot1 bin1	where:place_np outside_location	
1887	加返	10	*gaa1faan1|faan2	NO DEF	⿰力口:⿺辶反	missing				
1888	可憐	10	ho2lin4	pitiful/pathetic	⿹丁口:⿰忄粦	missing				
1889	失	10	sat1	to lose/to miss/to fail	⿰丿夫	missing				
1890	民主	10	man4zyu2	democracy	民:⿱亠土,⿱丶王	missing				
1891	民建聯	10	man4gin3lyun4	abbr. for 民主建港協進聯盟|民主建港协进联盟, Democratic alliance for the betterment of Hong Kong (DAB), Hong Kong pro-Beijing party	民:⿺廴聿:⿰耳𢇇	missing				
1892	生物	10	sang1mat6	organism/living creature/life form/biological	生:⿰牛勿	missing				
